"ProductName","SKU","Category","ItemType","TrackSerials","SerialPrefix","SerialNextNumber","SerialSuffix","Description","DefaultUnitPrice","Markup","IsFixedMarkup","IsTaxInclusivePrice","Cost USD","In-person Price","NZD","Vendor Price ","Wholesale","Cost","SpecialTaxRate","LastVendor","VendorProductCode","VendorPrice","BarCode","Uom","SalesUom","SalesUomRatio1","SalesUomRatio2","PurchasingUom","PurchasingUomRatio1","PurchasingUomRatio2","ProductLength","ProductWidth","ProductHeight","ProductWeight","Remarks","CombineQuantityBuildable","AutoManufacture","Moonglow US Fulfillment Location","Offline","IsActive"
"01. THE MINI SIMPLICITY STARTER PACK","01. THE MINI SIMPLICITY STARTER PACK","Shop - Bundle","Stocked product","False","","","","","750.27000","","False","True","496.25000","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","0.0000","","False","False","","","True"
"02. THE SILVER STARTER PACK","02. THE SILVER STARTER PACK","Shop - Bundle","Stocked product","False","","","","","968.28000","","False","True","617.36000","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","0.0000","","False","False","","","True"
"03. THE MIX STARTER PACK","03. THE MIX STARTER PACK","Shop - Bundle","Stocked product","False","","","","","1238.77000","","False","True","808.82000","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","0.0000","","False","False","","","True"
"04. MIXED LOCKETS ADD ON PACK","04. MIXED LOCKETS ADD ON PACK","Shop - Bundle","Stocked product","False","","","","","270.00000","","False","True","113.13000","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","0.0000","","False","False","","","True"
"05. GOLD MINI SIMPLICITY ADD ON PACK","05. GOLD MINI SIMPLICITY ADD ON PACK","Shop - Bundle","Stocked product","False","","","","","340.00000","","False","True","234.46000","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","0.0000","","False","False","","","True"
"06. ZENITH BRACELET ADD ON PACK","06. ZENITH BRACELET ADD ON PACK","Shop - Bracelets","Stocked product","False","","","","","500.00000","","False","True","232.99000","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","0.0000","","True","True","","","True"
"07. COSMIC SPIRAL RING ADD ON PACK","07. COSMIC SPIRAL RING ADD ON PACK","""Shop - Rings, Earrings, Anklets""","Stocked product","False","","","","","790.00000","","False","True","558.70000","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","0.0000","","False","False","","","True"
"08. MINI MOON DROP ADD ON PACK","08. MINI MOON DROP ADD ON PACK","Default Category","Stocked product","False","","","","","192.00000","","False","True","122.98000","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","0.0000","","False","False","","","True"
"Additional Engraving tag - Stainless","ENGRAVING-TAG-SS","Misc","Stocked product","False","","","","","20.00000","6481.7619376707144502583341561","False","True","0.20000","20.00000","20.00000","","","0.30387","","Moonglow US","","0.20000","","","","1.0000","1.0000","","1.0000","1.0000","","","","0.0000","","False","False","","","True"
"Additional Engraving tag - Gold","ENGRAVING-TAG-YG","Misc","Stocked product","False","","","","","20.00000","5101.4251905021976021429871785","False","True","0.25000","20.00000","20.00000","","","0.38451","","Moonglow US","","0.25000","","","","1.0000","1.0000","","1.0000","1.0000","","","","0.0000","","False","False","","","True"
"Additional Engraving tag - Rose Gold","ENGRAVING-TAG-RG","Misc","Stocked product","False","","","","","20.00000","5163.1578947368421052631578947","False","True","0.25000","20.00000","20.00000","","","0.38000","","Moonglow US","","0.25000","","","","1.0000","1.0000","","1.0000","1.0000","","","","0.0000","","False","False","","","True"
"Additional Engraving tag - Pewter (for Classic in Pewter)","ENGRAVING-TAG-PEW","Misc","Stocked product","False","","","","","20.00000","6311.4893889850612297236648073","False","True","0.20000","20.00000","20.00000","","","0.31194","","Moonglow US","","0.20000","","","","1.0000","1.0000","","1.0000","1.0000","","","","0.0000","","False","False","","","True"
"Additional Interchangeable Moon phase Moondrop (13mm diameter)","REG-MD-13mm","Default Category","Stocked product","False","","","","","22.00000","","False","True","","20.00000","25.00000","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","45.3592","","False","False","","","True"
"Aphrodite Anklet in Gold","STAR-ANKLET-YG + FS10","""Shop - Rings, Earrings, Anklets""","Stocked product","False","","","","","129.00000","347.76119402985074626865671642","False","True","19.00000","0.00000","","","","28.81000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","85.0485","","False","False","","","True"
"Aphrodite Anklet In Stainless Steel","STAR-ANKLET-SS + FS10","""Shop - Rings, Earrings, Anklets""","Stocked product","False","","","","","89.00000","208.92051371051718153418951753","False","True","19.00000","0.00000","","","","28.81000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","85.0485","","False","False","","","True"
"Astral Anklet","SS-ANKLET + CM10-007-SP-2R + MD-MINI-CONST","""Shop - Rings, Earrings, Anklets""","Stocked product","False","","","","","89.00000","548.68804664723032069970845481","False","True","","0.00000","","","","13.72000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","907.1840","","True","True","","","True"
"Astral Choker Necklace","CM10-007-SP-1R + MD-MINI-CONST + BL-CHOKER-Thin","Shop - Necklaces","Stocked product","False","","","","","79.00000","","False","True","","0.00000","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","56.6990","","True","True","","","True"
"Astral Cosmic Spiral Ring in Gold - Size 6","ADJ-RING-YG-6 + FS10-CONST","""Shop - Rings, Earrings, Anklets""","Stocked product","False","","","","","139.00000","1877.6173552284503731863541557","False","True","","0.00000","","","","7.02866","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","56.6990","","True","True","","","True"
"Astral Cosmic Spiral Ring in Gold - Size 7","ADJ-RING-YG-7 + FS10-CONST","""Shop - Rings, Earrings, Anklets""","Stocked product","False","","","","","139.00000","","False","True","","0.00000","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","56.6990","","True","True","","","True"
"Astral Cosmic Spiral Ring in Gold - Size 8","ADJ-RING-YG-8 + FS10-CONST","""Shop - Rings, Earrings, Anklets""","Stocked product","False","","","","","139.00000","","False","True","","0.00000","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","56.6990","","True","True","","","True"
"Astral Cosmic Spiral Ring in Gold - Size 9","ADJ-RING-YG-9 + FS10-CONST","""Shop - Rings, Earrings, Anklets""","Stocked product","False","","","","","139.00000","1877.6145415846810278473736852","False","True","","0.00000","","","","7.02867","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","56.6990","","True","True","","","True"
"Astral Cosmic Spiral Ring in Gold - Size 10","ADJ-RING-YG-10 + FS10-CONST","""Shop - Rings, Earrings, Anklets""","Stocked product","False","","","","","139.00000","","False","True","","0.00000","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","56.6990","","True","True","","","True"
"Astral Lunar Curb Link Bracelet in Gold","LGCURB-BRA-YG + FS10-CONST","Shop - Bracelets","Stocked product","False","","","","","149.00000","","False","True","","0.00000","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","56.6990","","True","True","","","True"
"Astral Lunar Curb Link Bracelet in Stainless Steel","LGCURB-BRA-SS + FS10-CONST","Shop - Bracelets","Stocked product","False","","","","","109.00000","678.94810561964607170753285696","False","True","","","","","","13.99323","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","56.6990","","True","True","","","True"
"Astral Mini Gold Simplicity Pendant - 16-20” Gold","CM10-007-GP-1R + MD-MINI-CONST + CH-ADELA-YG","Shop - Necklaces","Stocked product","False","","","","","134.00000","","False","True","","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Astral Mini Gold Simplicity Pendant - Slip knot cord 1mm","CM10-007-GP-1R + MD-MINI-CONST + MGCord-1mm","Shop - Necklaces","Stocked product","False","","","","","134.00000","","False","True","","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Astral Mini Ituri Pendant in Silver - 16-20” Sterling Silver","MP10-004-SP + MD-MINI-CONST X2 + CH-ADELA-925","Shop - Necklaces","Stocked product","False","","","","","134.00000","480.70247665272691815995319711","False","True","","","","","","23.07550","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Astral Mini Ituri Pendant in Silver - 28” Stainless Beaded","MP10-004-SP + MD-MINI-CONST X2 + CH-SS-BEAD-28","Shop - Necklaces","Stocked product","False","","","","","134.00000","","False","True","","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Astral Mini Ituri Pendant in Silver - Slip knot cord 1mm","MP10-004-SP + MD-MINI-CONST X2 + MGCord-1mm","Shop - Necklaces","Stocked product","False","","","","","134.00000","","False","True","","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Astral Mini Rose Gold Simplicity Pendant - 16-20” Rose Gold","CM10-007-RGP-1R + MD-MINI-CONST + CH-ADELA-RG","Shop - Necklaces","Stocked product","False","","","","","139.00000","188.74117158288325716659742418","False","True","","","","","","48.14000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Astral Mini Rose Gold Simplicity Pendant - Slip knot cord 1mm","CM10-007-RGP-1R + MD-MINI-CONST + MGCord-1mm","Shop - Necklaces","Stocked product","False","","","","","139.00000","","False","True","","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Astral Pallene in Gold","YG-BRA-CURB + CM10-007-GP-2R + MD-MINI-CONST","Shop - Bracelets","Stocked product","False","","","","","134.00000","253.09617918313570487483530962","False","True","","","","","","37.95000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Astral Pallene in Rose Gold","RG-BRA-CURB + CM10-007-RGP-2R + MD-MINI-CONST","Shop - Bracelets","Stocked product","False","","","","","139.00000","266.18987340104772455145033583","False","True","","","","","","37.95845","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Astral Pallene in Silver","SS-BRA-CURB + CM10-007-SP-2R + MD-MINI-CONST","Shop - Bracelets","Stocked product","False","","","","","84.00000","","False","True","","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Astral Spiral Ring in Rhodium - Size 6","ADJ-RING-RH-6 + FS10-CONST","""Shop - Rings, Earrings, Anklets""","Stocked product","False","","","","","124.00000","674.66156972672563673745032639","False","True","","","","","","16.00699","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Astral Spiral Ring in Rhodium - Size 7","ADJ-RING-RH-7 + FS10-CONST","""Shop - Rings, Earrings, Anklets""","Stocked product","False","","","","","124.00000","674.66156972672563673745032639","False","True","","","","","","16.00699","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Astral Spiral Ring in Rhodium - Size 8","ADJ-RING-RH-8 + FS10-CONST","""Shop - Rings, Earrings, Anklets""","Stocked product","False","","","","","124.00000","674.66156972672563673745032639","False","True","","","","","","16.00699","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Astral Spiral Ring in Rhodium - Size 9","ADJ-RING-RH-9 + FS10-CONST","""Shop - Rings, Earrings, Anklets""","Stocked product","False","","","","","124.00000","","False","True","","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Astral Spiral Ring in Rhodium - Size 10","ADJ-RING-RH-10 + FS10-CONST","""Shop - Rings, Earrings, Anklets""","Stocked product","False","","","","","124.00000","674.66156972672563673745032639","False","True","","","","","","16.00699","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Astral Spiral Ring in Rose Gold - Size 6","ADJ-RING-RG-6 + FS10-CONST","""Shop - Rings, Earrings, Anklets""","Stocked product","False","","","","","139.00000","","False","True","","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Astral Spiral Ring in Rose Gold - Size 7","ADJ-RING-RG-7 + FS10-CONST","""Shop - Rings, Earrings, Anklets""","Stocked product","False","","","","","139.00000","","False","True","","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Astral Spiral Ring in Rose Gold - Size 8","ADJ-RING-RG-8 + FS10-CONST","""Shop - Rings, Earrings, Anklets""","Stocked product","False","","","","","139.00000","","False","True","","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Astral Spiral Ring in Rose Gold - Size 9","ADJ-RING-RG-9 + FS10-CONST","""Shop - Rings, Earrings, Anklets""","Stocked product","False","","","","","139.00000","","False","True","","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Astral Spiral Ring in Rose Gold - Size 10","ADJ-RING-RG-10 + FS10-CONST","""Shop - Rings, Earrings, Anklets""","Stocked product","False","","","","","139.00000","","False","True","","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Astral Starlight Cuff in Gold","STAR-CUFF-YG + FS10-CONST","Shop - Bracelets","Stocked product","False","","","","","114.00000","414.90514905149051490514905149","False","True","","","","","","22.14000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Astral Starlight Cuff in Stainless Steel","STAR-CUFF-SS + FS10-CONST","Shop - Bracelets","Stocked product","False","","","","","95.00000","","False","True","","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Astral Stud Earrings in Gold","STUDS-YG + FS10-CONST X2","""Shop - Rings, Earrings, Anklets""","Stocked product","False","","","","","108.00000","","False","True","","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Astral Stud Earrings in Stainless Steel","STUDS-SS + FS10-CONST 2X","""Shop - Rings, Earrings, Anklets""","Stocked product","False","","","","","100.00000","","False","True","","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Birth Month Flower Pendant - 16-20'' Sterling Silver / Jan • Carnation","CM-005-SP-1R + REG-FLOWER-JAN + CH-ADELA-925","Shop - Necklaces","Stocked product","False","","","","","71.20000","","False","True","","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Birth Month Flower Pendant - 16-20'' Sterling Silver / Feb • Iris","CM-005-SP-1R + REG-FLOWER-FEB + CH-ADELA-925","Shop - Necklaces","Stocked product","False","","","","","71.20000","","False","True","","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Birth Month Flower Pendant - 16-20'' Sterling Silver / Mar • Jonquil","CM-005-SP-1R + REG-FLOWER-MAR + CH-ADELA-925","Shop - Necklaces","Stocked product","False","","","","","71.20000","","False","True","","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Birth Month Flower Pendant - 16-20'' Sterling Silver / Apr • Daisy","CM-005-SP-1R + REG-FLOWER-APR + CH-ADELA-925","Shop - Necklaces","Stocked product","False","","","","","71.20000","","False","True","","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Birth Month Flower Pendant - 16-20'' Sterling Silver / May • Lily","CM-005-SP-1R + REG-FLOWER-MAY + CH-ADELA-925","Shop - Necklaces","Stocked product","False","","","","","71.20000","","False","True","","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Birth Month Flower Pendant - 16-20'' Sterling Silver / Jun • Rose","CM-005-SP-1R + REG-FLOWER-JUN + CH-ADELA-925","Shop - Necklaces","Stocked product","False","","","","","71.20000","","False","True","","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Birth Month Flower Pendant - 16-20'' Sterling Silver / Jul • Delphinium","CM-005-SP-1R + REG-FLOWER-JUL + CH-ADELA-925","Shop - Necklaces","Stocked product","False","","","","","71.20000","","False","True","","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Birth Month Flower Pendant - 16-20'' Sterling Silver / Aug • Gladiolus","CM-005-SP-1R + REG-FLOWER-AUG + CH-ADELA-925","Shop - Necklaces","Stocked product","False","","","","","71.20000","","False","True","","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Birth Month Flower Pendant - 16-20'' Sterling Silver / Sep • Aster","CM-005-SP-1R + REG-FLOWER-SEP + CH-ADELA-925","Shop - Necklaces","Stocked product","False","","","","","71.20000","","False","True","","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Birth Month Flower Pendant - 16-20'' Sterling Silver / Oct • Marigold","CM-005-SP-1R + REG-FLOWER-OCT + CH-ADELA-925","Shop - Necklaces","Stocked product","False","","","","","71.20000","","False","True","","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Birth Month Flower Pendant - 16-20'' Sterling Silver / Nov • Chrysanthemum","CM-005-SP-1R + REG-FLOWER-NOV + CH-ADELA-925","Shop - Necklaces","Stocked product","False","","","","","71.20000","","False","True","","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Birth Month Flower Pendant - 16-20'' Sterling Silver / Dec • Poinsettia","CM-005-SP-1R + REG-FLOWER- DEC + CH-ADELA-925","Shop - Necklaces","Stocked product","False","","","","","71.20000","","False","True","","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Birthstone Bracelet in Stainless Steel","GWP-BS-BRA-1","Shop - Bracelets","Stocked product","False","","","","","21.25000","","False","True","","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","0.0000","","False","False","","","True"
"Birthstone Pallene Bracelet in Gold - January - Garnet","CM10-007-GP-2R + MD-MINI + YG-BRA-CURB + BS-YG-JAN","Shop - Bracelets","Stocked product","False","","","","","139.00000","","False","True","","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Birthstone Pallene Bracelet in Gold - February - Amethyst","CM10-007-GP-2R + MD-MINI + YG-BRA-CURB + BS-YG-FEB","Shop - Bracelets","Stocked product","False","","","","","139.00000","","False","True","","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Birthstone Pallene Bracelet in Gold - March - Aqua Marine","CM10-007-GP-2R + MD-MINI + YG-BRA-CURB + BS-YG-MAR","Shop - Bracelets","Stocked product","False","","","","","139.00000","275.88556204626691552634525116","False","True","","","","","","36.97934","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Birthstone Pallene Bracelet in Gold - April - Diamond","CM10-007-GP-2R + MD-MINI + YG-BRA-CURB + BS-YG-APR","Shop - Bracelets","Stocked product","False","","","","","139.00000","267.42946609855198426450269215","False","True","","","","","","37.83039","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Birthstone Pallene Bracelet in Gold - May - Emerald","CM10-007-GP-2R + MD-MINI + YG-BRA-CURB + BS-YG-MAY","Shop - Bracelets","Stocked product","False","","","","","139.00000","268.82343466956206329912296971","False","True","","","","","","37.68741","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Birthstone Pallene Bracelet in Gold - June - Light Amethyst","CM10-007-GP-2R + MD-MINI + YG-BRA-CURB + BS-YG-JUN","Shop - Bracelets","Stocked product","False","","","","","139.00000","275.88556204626691552634525116","False","True","","","","","","36.97934","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Birthstone Pallene Bracelet in Gold - July - Ruby","CM10-007-GP-2R + MD-MINI + YG-BRA-CURB + BS-YG-JUL","Shop - Bracelets","Stocked product","False","","","","","139.00000","","False","True","","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Birthstone Pallene Bracelet in Gold - August - Peridot","CM10-007-GP-2R + MD-MINI + YG-BRA-CURB + BS-YG-AUG","Shop - Bracelets","Stocked product","False","","","","","139.00000","275.88556204626691552634525116","False","True","","","","","","36.97934","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Birthstone Pallene Bracelet in Gold - September - Sapphire","CM10-007-GP-2R + MD-MINI + YG-BRA-CURB + BS-YG-SEP","Shop - Bracelets","Stocked product","False","","","","","139.00000","275.88556204626691552634525116","False","True","","","","","","36.97934","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Birthstone Pallene Bracelet in Gold - October - Rose Zircon","CM10-007-GP-2R + MD-MINI + YG-BRA-CURB + BS-YG-OCT","Shop - Bracelets","Stocked product","False","","","","","139.00000","267.45841177072392743780237664","False","True","","","","","","37.82741","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Birthstone Pallene Bracelet in Gold - November - Topaz","CM10-007-GP-2R + MD-MINI + YG-BRA-CURB + BS-YG-NOV","Shop - Bracelets","Stocked product","False","","","","","139.00000","275.88556204626691552634525116","False","True","","","","","","36.97934","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Birthstone Pallene Bracelet in Gold - December - Blue Zircon","CM10-007-GP-2R + MD-MINI + YG-BRA-CURB + BS-YG-DEC","Shop - Bracelets","Stocked product","False","","","","","139.00000","","False","True","","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Black Cat on the Moon - 16-19"" Pewter Adjustable Chain","PE10-013-PW + MD-MINI + CH-BN-16-19","Shop - Pendants","Stocked product","False","","","","","84.00000","645.34161490683229813664596273","False","True","","80.00000","","","","11.27000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Black Cat on the Moon - 18"" Pewter Chain","PE10-013-PW + MD-MINI + CH-BN-18","Shop - Pendants","Stocked product","False","","","","","84.00000","","False","True","","80.00000","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Black Cat on the Moon - 13.5-15"" Choker","PE10-013-PW + MD-MINI + BL-CHOKER-thin","Shop - Pendants","Stocked product","False","","","","","84.00000","","False","True","","80.00000","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Black Cat on the Moon - Slip knot cord 1mm","PE10-013-PW + MD-MINI + MGCord-1mm","Shop - Pendants","Stocked product","False","","","","","84.00000","635.55166374781085814360770578","False","True","","80.00000","","","","11.42000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Calm & Glow Beaded Bracelet","BEAD-BRA-LTBLU + CM-005-SP-1R + MD-REG","Shop - Bracelets","Stocked product","False","","","","","94.00000","920.1656358290853563905237465","False","True","6.00000","85.00000","","","","9.21419","","Moonglow US","","0.00000","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","True","True","","","True"
"Carina Twist Bracelet and Hoop Earrings","CARINA-BRA-SS + EA-HOOP-SS + 3x FS10","Shop - Bundle","Stocked product","False","","","","","216.50000","","False","True","","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","0.0000","","True","True","","","True"
"Carina Twist Bracelet and Hoop Earrings in Gold","CARINA-BRA-YG + EA-HOOP-YG + FS10 X3","Shop - Bundle","Stocked product","False","","","","","259.35000","","False","True","","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","0.0000","","True","True","","","True"
"Carina Twist Bracelet in Black Matte","CARINA-BRA-BL + FS10","Shop - Bracelets","Stocked product","False","","","","","89.00000","635.22973037721415672454329016","False","True","5.67000","75.00000","85.00000","","","12.10506","","Moonglow US","","0.00000","","","","1.0000","1.0000","","1.0000","1.0000","","","","85.0485","","False","False","","Offline","True"
"Carina Twist Bracelet in Gold","CARINA-BRA-YG","Bracelets","Stocked product","False","","","","","124.00000","1058.1305904317865752117090739","False","True","6.80000","110.00000","120.00000","","","10.70691","","Moonglow US","","6.80000","","","","1.0000","1.0000","","1.0000","1.0000","","","","85.0485","","False","False","","Offline","True"
"Carina Twist Bracelet in Stainless Steel","CARINA-BRA-SS","Bracelets","Stocked product","False","","","","","84.00000","835.8841375437720810163701734","False","True","5.67000","75.00000","85.00000","","","8.97547","","Moonglow US","","5.67000","","","","1.0000","1.0000","","1.0000","1.0000","","","","85.0485","","False","False","","Offline","True"
"Carina Twist Ring and Hoop Earrings","TWIST-RING-SS + EA-HOOP-SS + 3x FS10","""Shop - Rings, Earrings, Anklets""","Stocked product","False","","","","","216.50000","","False","True","","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","0.0000","","True","True","","","True"
"Carina Twist Ring and Hoop Earrings in Gold","TWIST-RING-YG + EA-HOOP-YG + FS10 X3","""Shop - Rings, Earrings, Anklets""","Stocked product","False","","","","","254.50000","","False","True","","","","","","0.00000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","0.0000","","False","False","","","True"
"Carina Twist Ring in Gold","TWIST-RING-YG + FS10","""Shop - Rings, Earrings, Anklets""","Stocked product","False","","","","","119.00000","893.3222036727879799666110184","False","True","7.90000","120.00000","","","","11.98000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","85.0485","","False","False","","","True"
"Carina Twist Ring in Stainless Steel","TWIST-RING-SS + FS10","""Shop - Rings, Earrings, Anklets""","Stocked product","False","","","","","92.65000","752.34590616375344986200551978","False","True","7.17000","95.00000","","","","10.87000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","85.0485","","False","False","","","True"
"Celestial Moonrise Earrings","CM-005-SP-1R X2 + SS-HOOKS X2 + MD-REG X2","""Shop - Rings, Earrings, Anklets""","Stocked product","False","","","","","134.00000","194.57023521653110573752473071","False","True","30.00000","120.00000","135.00000","","","45.49000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","False","False","","","True"
"Celestial Moonrise Earrings in Gold","CM10-007-GP-1R X2 + YG-HOOKS X2 + MD-MINI X2","""Shop - Rings, Earrings, Anklets""","Stocked product","False","","","","","189.00000","238.63855118602329403214951985","False","True","33.53288","185.00000","205.00000","","","55.81172","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","False","True","","","True"
"Celestial Moonrise Earrings in Rose Gold","CM10-007-RGP-1R X2 + RG-HOOKS X2 + MD-MINI X2","""Shop - Rings, Earrings, Anklets""","Stocked product","False","","","","","198.00000","335.2604968124862607166410200","False","True","30.00000","195.00000","215.00000","","","45.49000","","","","","","","","1.0000","1.0000","","1.0000","1.0000","","","","2.0000","","False","False","","","True"
