"ProductName","Location","Sublocation","Serial","Quantity"
"Rose Gold Birthstone charm - December-BlueZircon","Moonglow HQ","","","17.00000"
"Rose Gold Birthstone charm - February-Amethyst","Moonglow HQ","","","24.00000"
"Rose Gold Birthstone charm - January-Garnet","Moonglow HQ","","","17.00000"
"Rose Gold Birthstone charm - July-Ruby","Moonglow HQ","","","20.00000"
"Rose Gold Birthstone charm - June-LightAmethyst","Moonglow HQ","","","20.00000"
"Rose Gold Birthstone charm - March-AquaMarine","Moonglow HQ","","","22.00000"
"Rose Gold Birthstone charm - May-Emerald","Moonglow HQ","","","16.00000"
"Rose Gold Birthstone charm - November-Topaz","Moonglow HQ","","","22.00000"
"Rose Gold Birthstone charm - October-RoseZircon","Moonglow HQ","","","20.00000"
"Rose Gold Birthstone charm - September-Sapphire","Moonglow HQ","","","25.00000"
"Rose gold earrings","Travel","","","-1.00000"
"Rose gold mini double-sided round charm","Fremantle","","","2.00000"
"Rose gold mini double-sided round charm","Moonglow HQ","","","8.00000"
"Rose gold mini double-sided round charm","New Zealand","","","18.00000"
"Rose gold mini double-sided round charm","Travel","","","-1.00000"
"Rose Gold Peace charm - 10mm - double linked (without chain)","New Zealand","","","8.00000"
"Rose split ring","Eumundi","JR-RGP","","45.00000"
"Rose split ring","Fremantle","","","30.00000"
"Rose split ring","Moonglow HQ","","","142.00000"
"Rose split ring","Queen Vic","","","23.00000"
"Round Travel Case","Moonglow HQ","","","29.00000"
"Satellite bracelet chain rose gold","Eumundi","","","1.00000"
"Satellite bracelet chain rose gold","Moonglow HQ","","","14.00000"
"Satellite bracelet chain rose gold","New Zealand","","","1.00000"
"Satellite bracelet chain Stainless steel","Coolum","","","-2.00000"
"Satellite bracelet chain Stainless steel","Fremantle","","","-14.00000"
"Satellite bracelet chain Stainless steel","Moonglow HQ","","","318.00000"
"Satellite bracelet chain yellow gold","Coolum","","","-1.00000"
"Satellite bracelet chain yellow gold","Fremantle","","","-4.00000"
"Satellite bracelet chain yellow gold","Moonglow HQ","","","78.00000"
"Satellite bracelet chain yellow gold","New Zealand","","","3.00000"
"Satellite bracelet chain yellow gold","Travel","","","20.00000"
"Sea Turtle Moon Pendant - Pendant Only","Fremantle","","","-4.00000"
"Sea Turtle Moon Pendant - Pendant Only","Moonglow HQ","","","-1.00000"
"Sea Turtle Moon Pendant - Pendant Only","Queen Vic","","","-1.00000"
"Sea Turtle Moon Pendant - Pendant Only","Travel","","","-2.00000"
"Shipping","Moonglow HQ","","","1.00000"
"Shipping NZ","New Zealand","","","-1.00000"
"Shrink wrap rolls","Coolum","","","1.00000"
"Shrink wrap rolls","Fremantle","","","1.00000"
"Shrink wrap rolls","Queen Vic","","","16.00000"
"Signature GP Stud Earrings","Moonglow HQ","","","9.00000"
"Signature Logo GP necklace","Moonglow HQ","","","20.00000"
"silv lunar tide + 2 mini","Travel","","","-1.00000"
"Silver bangle","Travel","","","-1.00000"
"Silver bangle $95 instead of $85","Travel","","","-1.00000"
"Silver Bangle Paw Charm + Engrave Tag","Travel","","","-1.00000"
"Silver bangle with mini","Travel","","","-2.00000"
"Silver beaded anklet","Eumundi","","","-1.00000"
"Silver beaded bracelet","Queen Vic","","","-5.00000"
"Silver beaded bracelet","Travel","","","-1.00000"
"Silver Birthstone charm - April- Diamond","Moonglow HQ","","","26.00000"
"Silver Birthstone charm - August- Peridot","Moonglow HQ","","","28.00000"
"Silver Birthstone charm - December- Blue Zircon","Moonglow HQ","","","35.00000"
"Silver Birthstone charm - February- Amethyst","Moonglow HQ","","","29.00000"
"Silver Birthstone charm - January- Garnet","Moonglow HQ","","","25.00000"
"Silver Birthstone charm - July- Ruby","Moonglow HQ","","","16.00000"
"Silver Birthstone charm - June- Light Amethyst","Moonglow HQ","","","16.00000"
"Silver Birthstone charm - March- Aqua Marine","Moonglow HQ","","","17.00000"
"Silver Birthstone charm - May- Emerald","Moonglow HQ","","","41.00000"
"Silver Birthstone charm - November- Topaz","Moonglow HQ","","","29.00000"
"Silver Birthstone charm - October- Rose Zircon","Moonglow HQ","","","28.00000"
"Silver Birthstone charm - September- Sapphire","Moonglow HQ","","","29.00000"
"silver ILY charm","Travel","","","-2.00000"
"silver ILY2M charm","Travel","","","-2.00000"
"Silver Link Bracelet","Coolum","","","-1.00000"
"Silver Link Bracelet","Eumundi","","","9.00000"
"Silver Link Bracelet","Fremantle","","","4.00000"
"Silver Link Bracelet","Queen Vic","","","7.00000"
"silver lunar tide","Travel","","","-1.00000"
"Silver mini double-sided round charm","Eumundi","","","15.00000"
"Silver mini double-sided round charm","Fremantle","","","-11.00000"
"Silver mini double-sided round charm","Moonglow HQ","","","218.00000"
"Silver mini double-sided round charm","New Zealand","","","20.00000"
"Silver mini double-sided round charm","Travel","","","38.00000"
"Silver mini simp no chain","Eumundi","","","-1.00000"
"Silver reg double-sided round charm","Coolum","","","12.00000"
"Silver reg double-sided round charm","Eumundi","","","12.00000"
"Silver reg double-sided round charm","Fremantle","","","-4.00000"
"Silver reg double-sided round charm","Moonglow HQ","","","49.00000"
"Silver reg double-sided round charm","Travel","","","1.00000"
"Silver Simplicity 5 drop","Moonglow HQ","Travel","","1.00000"
"Silver simplicity without moondrop","Fremantle","","","-1.00000"
"Silver split ring- larger for the top of bail for attaching the chain","Eumundi","JR-SP","","20.00000"
"Silver split ring- larger for the top of bail for attaching the chain","Fremantle","","","5.00000"
"Silver split ring- larger for the top of bail for attaching the chain","Moonglow HQ","","","1170.00000"
"Silver split ring- larger for the top of bail for attaching the chain","Queen Vic","","","63.00000"
"Silver split ring- smaller in between charms for production","Eumundi","JR-SP-SM","","12.00000"
"Silver split ring- smaller in between charms for production","Fremantle","","","1.00000"
"Silver split ring- smaller in between charms for production","Moonglow HQ","","","1086.00000"
"Silver split ring- smaller in between charms for production","New Zealand","","","25.00000"
"Silver split ring- smaller in between charms for production","Queen Vic","","","135.00000"
"Silver split ring- smaller in between charms for production","Travel","","","-24.00000"
"Simplicity charm necklace no chain","Travel","","","-1.00000"
"Simplicity pewter charm with 10mm ring","Coolum","","","10.00000"
"Simplicity pewter charm with 10mm ring","Eumundi","","","30.00000"
"Simplicity pewter charm with 10mm ring","Moonglow HQ","","","16.00000"
"Simplicity pewter charm with 10mm ring","Queen Vic","","","9.00000"
"Simplicity silver regular charm- NON-Mag
","Fremantle","","","12.00000"
"Simplicity silver regular charm- NON-Mag
","Moonglow HQ","","","-7.00000"
"Simplicity silver regular charm- NON-Mag
","Travel","","","25.00000"
"Simplicity silver regular pendant","Eumundi","","","29.00000"
"Simplicity silver regular pendant","Fremantle","","","-10.00000"
"Simplicity silver regular pendant","Moonglow HQ","","","41.00000"
"Simplicity silver regular pendant","New Zealand","","","1.00000"
"Simplicity silver regular pendant","Travel","","","-19.00000"
"Six Moon Bracelet in Stainless Steel","Eumundi","","","4.00000"
"Six Moon Bracelet in Stainless Steel","Fremantle","","","7.00000"
"Six Moon Bracelet in Stainless Steel","Queen Vic","","","1.00000"
"Sky Light Pendant in Gold","Coolum","","","15.00000"
"Sky Light Pendant in Gold","Eumundi","","","10.00000"
"Sky Light Pendant in Gold","Fremantle","","","20.00000"
"Sky Light Pendant in Gold","Moonglow HQ","","","219.00000"
"Sky Light Pendant in Gold","Queen Vic","","","28.00000"
"Sky Light Pendant in Gold","Travel","","","60.00000"
"Sky Light Pendant in Gold - 16-20” Gold","Coolum","","","-1.00000"
"Sky Light Pendant in Gold - 16-20” Gold","Eumundi","","","-3.00000"
"Sky Light Pendant in Gold - 16-20” Gold","Fremantle","","","-7.00000"
"Sky Light Pendant in Gold - 16-20” Gold","Moonglow HQ","","","-19.00000"
"Sky Light Pendant in Gold - 16-20” Gold","Queen Vic","","","-10.00000"
"Sky Light Pendant in Gold - 16-20” Gold","Travel","","","-23.00000"
"Sky Light Pendant in Gold - Pendant Only","Coolum","","","-1.00000"
"Sky Light Pendant in Gold - Pendant Only","Eumundi","","","-3.00000"
"Sky Light Pendant in Gold - Pendant Only","Fremantle","","","-8.00000"
"Sky Light Pendant in Gold - Pendant Only","Queen Vic","","","-12.00000"
"Sky Light Pendant in Gold - Pendant Only","Travel","","","-16.00000"
"Sky Light Pendant in Gold - Slip knot cord 1mm","Fremantle","","","-1.00000"
"Sky Light Pendant in Gold - Slip knot cord 1mm","Moonglow HQ","","","-2.00000"
"Sky Light Pendant in Gold - Slip knot cord 1mm","Travel","","","-2.00000"
"Sky Light Pendant in Matte Black - 16-20” Matte Black","Fremantle","","","-1.00000"
"Sky Light Pendant in Matte Black - Pendant Only","Eumundi","","","-1.00000"
"Sky Light Pendant in Rose Gold","Eumundi","","","6.00000"
"Sky Light Pendant in Rose Gold","Fremantle","","","15.00000"
"Sky Light Pendant in Rose Gold","Moonglow HQ","","","7.00000"
"Sky Light Pendant in Rose Gold","Queen Vic","","","9.00000"
"Sky Light Pendant in Rose Gold","Travel","","","30.00000"
"Sky Light Pendant in Rose Gold - 16-20” Rose Gold","Fremantle","","","-2.00000"
"Sky Light Pendant in Rose Gold - 16-20” Rose Gold","Moonglow HQ","","","-6.00000"
"Sky Light Pendant in Rose Gold - 16-20” Rose Gold","Queen Vic","","","-2.00000"
"Sky Light Pendant in Rose Gold - 16-20” Rose Gold","Travel","","","-6.00000"
"Sky Light Pendant in Rose Gold - Pendant Only","Travel","","","-2.00000"
"Sky Light Pendant in Rose Gold - Slip knot cord 1mm","Fremantle","","","-1.00000"
"Sky Light Pendant in Stainless Steel","Coolum","","","10.00000"
"Sky Light Pendant in Stainless Steel","Eumundi","","","15.00000"
"Sky Light Pendant in Stainless Steel","Fremantle","","","45.00000"
"Sky Light Pendant in Stainless Steel","Moonglow HQ","","","124.00000"
"Sky Light Pendant in Stainless Steel","Queen Vic","","","46.00000"
"Sky Light Pendant in Stainless Steel","Travel","","","40.00000"
"Sky Light Pendant in Stainless Steel - 16-20” Sterling Silver","Fremantle","","","-12.00000"
"Sky Light Pendant in Stainless Steel - 16-20” Sterling Silver","Moonglow HQ","","","-18.00000"
"Sky Light Pendant in Stainless Steel - 16-20” Sterling Silver","Queen Vic","","","-6.00000"
"Sky Light Pendant in Stainless Steel - 16-20” Sterling Silver","Travel","","","-15.00000"
"Sky Light Pendant in Stainless Steel - Pendant Only ","Eumundi","","","-6.00000"
"Sky Light Pendant in Stainless Steel - Pendant Only ","Fremantle","","","-7.00000"
"Sky Light Pendant in Stainless Steel - Pendant Only ","Queen Vic","","","-7.00000"
"Sky Light Pendant in Stainless Steel - Pendant Only ","Travel","","","-23.00000"
"Sky Light Pendant in Stainless Steel - Slip knot cord 1mm","Eumundi","","","-1.00000"
"Sky Light Pendant in Stainless Steel - Slip knot cord 1mm","Fremantle","","","-4.00000"
"Sky Light Pendant in Stainless Steel - Slip knot cord 1mm","Moonglow HQ","","","-2.00000"
"Sky Light Pendant in Stainless Steel - Slip knot cord 1mm","Queen Vic","","","-7.00000"
"Sky Light Pendant in Stainless Steel - Slip knot cord 1mm","Travel","","","-6.00000"
"Sky Light Pendant Matte Black","Fremantle","","","2.00000"
"Sky Light Pendant Matte Black","Moonglow HQ","","","3.00000"
"Slip knot cord - Slip knot 1mm (Cord only-No knotwork)","Moonglow HQ","","","12.00000"
"small classic chain","Moonglow HQ","","","5.00000"
"small peel n reveal","Travel","","","-1.00000"
"small peel reveal","Travel","","","-1.00000"
"Solar Link Bracelet in Gold","Moonglow HQ","","","4.00000"
"Solar Link Bracelet in Stainless Steel","Moonglow HQ","","","5.00000"
"Sole Necklace in Gold","Coolum","","","1.00000"
"Sole Necklace in Gold","Moonglow HQ","","","-1.00000"
"Sole Necklace in Stainless","Moonglow HQ","","","6.00000"
"Soleil Brilliance Bracelet in Gold","Coolum","","","1.00000"
"Soleil Brilliance Bracelet in Gold","Eumundi","","","1.00000"
"Soleil Brilliance Bracelet in Gold","Fremantle","","","10.00000"
"Soleil Brilliance Bracelet in Gold","Moonglow HQ","","","93.00000"
"Soleil Brilliance Bracelet in Gold","New Zealand","","","43.00000"
"Soleil Brilliance Bracelet in Gold","Queen Vic","","","20.00000"
"Soleil Brilliance Bracelet in Gold","Travel","","","25.00000"
"Soulmate Ring in Rhodium","Eumundi","","","3.00000"
"Soulmate Ring in Rhodium","Moonglow HQ","","","1.00000"
"Soulmate Ring in Rhodium","Queen Vic","","","1.00000"
"Stainles steel LARGE split ring (Pandora)","Fremantle","","","20.00000"
"Stainles steel LARGE split ring (Pandora)","Moonglow HQ","","","130.00000"
"Stainles steel LARGE split ring (Pandora)","Queen Vic","","","20.00000"
"Stainless Beaded 28 inch chain","Cairns","","","12.00000"
"Stainless Beaded 28 inch chain","Coolum","","","2.00000"
"Stainless Beaded 28 inch chain","Eumundi","","","3.00000"
"Stainless Beaded 28 inch chain","Fremantle","","","2.00000"
"Stainless Beaded 28 inch chain","New Zealand","","","6.00000"
"Stainless Lunar Horizon Pendant","Coolum","","","8.00000"
"Stainless Lunar Horizon Pendant","Eumundi","","","11.00000"
"Stainless Lunar Horizon Pendant","Fremantle","","","7.00000"
"Stainless Lunar Horizon Pendant","Moonglow HQ","","","45.00000"
"Stainless Lunar Horizon Pendant","New Zealand","","","1.00000"
"Stainless Lunar Horizon Pendant","Queen Vic","","","-1.00000"
"Stainless Lunar Horizon Pendant","Travel","","","15.00000"
"Stainless Steel Adjustable ROLO Chain","Coolum","","","-4.00000"
"Stainless Steel Adjustable ROLO Chain","Eumundi","","","8.00000"
"Stainless Steel Adjustable ROLO Chain","Fremantle","","","2.00000"
"Stainless Steel Adjustable ROLO Chain","Moonglow HQ","","","14.00000"
"Stainless Steel Adjustable ROLO Chain","Queen Vic","","","-2.00000"
"Stainless Steel Adjustable ROLO Chain","Travel","","","10.00000"
"Stainless steel BLACK Titan split rings","Eumundi","JR-BLA-SM","","10.00000"
"Stainless steel BLACK Titan split rings","Moonglow HQ","","","4.00000"
"Stainless steel BLACK Titan split rings","New Zealand","","","105.00000"
"Stainless steel BLACK Titan split rings","Queen Vic","","","24.00000"
"Stainless steel BLACK Titan split rings","Travel","","","10.00000"
"Stainless steel BLACK Titan split rings-LRG","Coolum","","","100.00000"
"Stainless steel BLACK Titan split rings-LRG","Eumundi","JR-BLA-LRG","","9.00000"
"Stainless steel BLACK Titan split rings-LRG","Fremantle","","","1.00000"
"Stainless steel BLACK Titan split rings-LRG","Moonglow HQ","","","530.00000"
"Stainless steel BLACK Titan split rings-LRG","New Zealand","","","100.00000"
"Stainless steel BLACK Titan split rings-LRG","Queen Vic","","","27.00000"
"Stainless steel BLACK Titan split rings-LRG","Travel","","","10.00000"
"Stainless steel chain, 24""","Eumundi","","","42.00000"
"Stainless steel chain, 24""","Fremantle","","","10.00000"
"Stainless steel chain, 24""","Moonglow HQ","","","452.00000"
"Stainless steel chain, 24""","Queen Vic","","","10.00000"
"Stainless steel chain, 30""","Cairns","","","12.00000"
"Stainless steel chain, 30""","Coolum","","","-1.00000"
"Stainless steel chain, 30""","Eumundi","","","10.00000"
"Stainless steel chain, 30""","Eumundi","CH-004-ST-30","","5.00000"
"Stainless steel chain, 30""","Fremantle","","","3.00000"
"Stainless steel chain, 30""","Moonglow HQ","","","139.00000"
"Stainless steel chain, 30""","New Zealand","","","4.00000"
"Stainless steel chain, 30""","Travel","","","1.00000"
"Stainless Steel Link Chain","Coolum","","","-3.00000"
"Stainless Steel Link Chain","Eumundi","","","40.00000"
"Stainless Steel Link Chain","Eumundi","CH-004-ST-16-20","","1.00000"
"Stainless Steel Link Chain","Fremantle","","","21.00000"
"Stainless Steel Link Chain","Moonglow HQ","","","5.00000"
"Stainless Steel Link Chain","New Zealand","","","31.00000"
"Stainless Steel Link Chain","Queen Vic","","","6.00000"
"Stainless Steel Link Chain","Travel","","","36.00000"
"Stainless steel split ring","Eumundi","JR-SS","","8.00000"
"Stainless steel split ring","Fremantle","","","50.00000"
"Stainless steel split ring","Moonglow HQ","","","403.00000"
"Stainless steel split ring","Queen Vic","","","37.00000"
"Standard Shipping","Moonglow HQ","","","-5.00000"
"Star Bright Necklace in Gold","Moonglow HQ","","","11.00000"
"Sterling Silver “Lift Off” W/ Cord","Travel","","","-1.00000"
"Sterling Silver adjustable 16-20 Inch chain","Coolum","","","-4.00000"
"Sterling Silver adjustable 16-20 Inch chain","Eumundi","","","56.00000"
"Sterling Silver adjustable 16-20 Inch chain","Fremantle","","","65.00000"
"Sterling Silver adjustable 16-20 Inch chain","Moonglow HQ","","","169.00000"
"Sterling Silver adjustable 16-20 Inch chain","New Zealand","","","19.00000"
"Sterling Silver adjustable 16-20 Inch chain","Queen Vic","","","-5.00000"
"Sterling Silver adjustable 16-20 Inch chain","Travel","","","127.00000"
"Sterling silver, adjustable ring","Travel","","","-1.00000"
"Sun Drop Engravable Necklace in Gold","Moonglow HQ","","","2.00000"
"Sun Drop Engravable Necklace in Rose Gold","Moonglow HQ","","","30.00000"
"Sun goddess and god silver pendant","Coolum","","","-4.00000"
"Sun goddess and god silver pendant","Eumundi","","","8.00000"
"Sun goddess and god silver pendant","Moonglow HQ","","","-2.00000"
"Sun goddess and god silver pendant","Queen Vic","","","2.00000"
"Sun goddess and god silver pendant","Travel 2-Melbourne Show","","","1.00000"
"Sunlit cosmos","Moonglow HQ","","","1.00000"
"Sunlit Cosmos Bracelet - Earth","Moonglow HQ","","","1.00000"
"Sunlit Cosmos Bracelet - Mercury","Moonglow HQ","","","1.00000"
"Sunlit Cosmos Bracelet - Neptune","Moonglow HQ","","","1.00000"
"Sunlit Cosmos Bracelet - Pluto","Moonglow HQ","","","1.00000"
"Tag","Travel","","","-5.00000"
"Taurus Heart Necklace - S/S","Moonglow HQ","","","-1.00000"
"The Aries Lunar Soulkeeper Necklace - March - Aqua Marine","Moonglow HQ","","","-1.00000"
"The Birthstone Satellite Necklace - April - Diamond","Moonglow HQ","","","25.00000"
"The Birthstone Satellite Necklace - August - Peridot","Moonglow HQ","","","22.00000"
"The Birthstone Satellite Necklace - December - Blue Zircon","Moonglow HQ","","","4.00000"
"The Birthstone Satellite Necklace - February - Amethyst","Moonglow HQ","","","8.00000"
"The Birthstone Satellite Necklace - January - Garnet","Moonglow HQ","","","10.00000"
"The Birthstone Satellite Necklace - June - Light Amethyst","Moonglow HQ","","","5.00000"
"The Birthstone Satellite Necklace - March - Aqua Marine","Moonglow HQ","","","2.00000"
"The Birthstone Satellite Necklace - May - Emerald","Moonglow HQ","","","3.00000"
"The Birthstone Satellite Necklace - November - Topaz","Moonglow HQ","","","14.00000"
"The Birthstone Satellite Necklace - October - Rose Zircon","Moonglow HQ","","","32.00000"
"The Birthstone Satellite Necklace - September - Sapphire","Moonglow HQ","","","3.00000"
"The Carina Hoops in Gold","Moonglow HQ","","","8.00000"
"The Carina Twist Hoops In Stainless Steel","Eumundi","","","9.00000"
"The Celeste Curb Link in Gold","Coolum","","","1.00000"
"The Celeste Curb Link in Gold","Moonglow HQ","","","10.00000"
"The Classic Set","Moonglow HQ","","","-3.00000"
"The Gemini Lunar Soulkeeper Necklace - July - Ruby","Moonglow HQ","","","-1.00000"
"The Libra Lunar Soulkeeper Necklace - September - Sapphire","Moonglow HQ","","","-1.00000"
"The Oracle Zodiac Card Necklace - Aquarius","Moonglow HQ","","","3.00000"
"The Oracle Zodiac Card Necklace - Aries","Moonglow HQ","","","8.00000"
"The Oracle Zodiac Card Necklace - Cancer","Moonglow HQ","","","7.00000"
"The Oracle Zodiac Card Necklace - Gemini","Moonglow HQ","","","3.00000"
"The Oracle Zodiac Card Necklace - Leo","Moonglow HQ","","","2.00000"
"The Oracle Zodiac Card Necklace - Libra","Moonglow HQ","","","5.00000"
"The Oracle Zodiac Card Necklace - Pisces","Moonglow HQ","","","2.00000"
"The Oracle Zodiac Card Necklace - Sagittarius","Moonglow HQ","","","5.00000"
"The Oracle Zodiac Card Necklace - Virgo","Moonglow HQ","","","2.00000"
"The Oracle Zodiac Card Necklace in Gold - Aquarius","Moonglow HQ","","","5.00000"
"The Oracle Zodiac Card Necklace in Gold - Aries","Moonglow HQ","","","4.00000"
"The Oracle Zodiac Card Necklace in Gold - Cancer","Moonglow HQ","","","9.00000"
"The Oracle Zodiac Card Necklace in Gold - Capricorn","Moonglow HQ","","","5.00000"
"The Oracle Zodiac Card Necklace in Gold - Gemini","Moonglow HQ","","","3.00000"
"The Oracle Zodiac Card Necklace in Gold - Leo","Moonglow HQ","","","5.00000"
"The Oracle Zodiac Card Necklace in Gold - Libra","Moonglow HQ","","","4.00000"
"The Oracle Zodiac Card Necklace in Gold - Pisces","Moonglow HQ","","","4.00000"
"The Oracle Zodiac Card Necklace in Gold - Sagittarius","Moonglow HQ","","","4.00000"
"The Oracle Zodiac Card Necklace in Gold - Scorpio","Moonglow HQ","","","7.00000"
"The Oracle Zodiac Card Necklace in Gold - Taurus","Moonglow HQ","","","6.00000"
"The Oracle Zodiac Card Necklace in Gold - Virgo","Moonglow HQ","","","5.00000"
"The Orion Necklace","Coolum","","","-1.00000"
"The Orion Necklace","Eumundi","","","10.00000"
"The Orion Necklace","Fremantle","","","10.00000"
"The Orion Necklace","Moonglow HQ","","","29.00000"
"The Orion Necklace","New Zealand","","","17.00000"
"The Orion Necklace","Queen Vic","","","4.00000"
"The Orion Necklace","Travel","","","6.00000"
"The Orion Necklace","Travel 2-Melbourne Show","","","1.00000"
"The Rebirth Bracelet","Fremantle","","","-5.00000"
"The Rebirth Bracelet","Moonglow HQ","","","49.00000"
"The Rebirth Bracelet","Queen Vic","","","-2.00000"
"The Rebirth Bracelet","Travel","","","-2.00000"
"The Sagittarius Lunar Soulkeeper Necklace - March - Aqua Marine","Moonglow HQ","","","-1.00000"
"The Signature Logo Necklace And Ring Bundle","Moonglow HQ","","","11.00000"
"The Stella Necklace in Gold","Moonglow HQ","","","10.00000"
"The Stella Necklace in Gold - Sagittarius","Moonglow HQ","","","5.00000"
"The Stella Necklace in Gold - Taurus","Moonglow HQ","","","12.00000"
"The Stella Necklace in Stainless Steel","Moonglow HQ","","","9.00000"
"The Stella Necklace in Stainless Steel - Leo","Moonglow HQ","","","-1.00000"
"The Stella Necklace in Stainless Steel - Pisces","Moonglow HQ","","","-1.00000"
"The Taurus Lunar Soulkeeper Necklace - May - Emerald","Moonglow HQ","","","-4.00000"
"The Titan Bracelet","Coolum","","","-1.00000"
"The Titan Bracelet","Coolum Shop","","","-1.00000"
"The Titan Bracelet","Eumundi","","","9.00000"
"The Titan Bracelet","Fremantle","","","6.00000"
"The Titan Bracelet","Moonglow HQ","","","8.00000"
"The Titan Bracelet","New Zealand","","","-1.00000"
"The Titan Bracelet","Queen Vic","","","2.00000"
"The Titan Bracelet","Travel","","","7.00000"
"The Titan Bracelet","Travel 2-Melbourne Show","","","1.00000"
"The Virgo Lunar Soulkeeper Necklace - August - Peridot","Moonglow HQ","","","-1.00000"
"Thick Blaze Chain - Gold","Coolum","","","-1.00000"
"Thick Blaze Chain - Gold","Eumundi","","","8.00000"
"Thick Blaze Chain - Gold","Moonglow HQ","","","5.00000"
"Thick Blaze Chain - Stainless","Eumundi","CH-BLAZE-ST","","4.00000"
"Thick Blaze Chain - Stainless","Fremantle","","","-2.00000"
"Thick Blaze Chain - Stainless","Queen Vic","","","-6.00000"
"Thick Blaze Chain - Stainless","Travel","","","-1.00000"
"thick chain add on","Travel","","","-1.00000"
"thick gold chain","Travel","","","-1.00000"
"thick gold chain added","Travel","","","-1.00000"
"Thick stainless steel chain, 50""","New Zealand","","","20.00000"
"Thick yellow gold chain, 50""","Travel","","","4.00000"
"Thin choker with adjustable chain","Eumundi","","","1.00000"
"Thin choker with adjustable chain","Eumundi","BL-CHOKER-THIN","","1.00000"
"Thin choker with adjustable chain","Fremantle","","","5.00000"
"Thin choker with adjustable chain","Moonglow HQ","","","73.00000"
"Thin choker with adjustable chain","Queen Vic","","","5.00000"
"Three Moon Lunar Curb Bracelet Gold","Travel","","","-1.00000"
"Three Moon Pleiades Bracelet in Gold","Moonglow HQ","","","3.00000"
"Three Moon Stainless Steel Link Bracelet","Eumundi","","","7.00000"
"Three Moon Stainless Steel Link Bracelet","Fremantle","","","1.00000"
"Three Moon Stainless Steel Link Bracelet","Moonglow HQ","","","1.00000"
"Three Moon Stainless Steel Link Bracelet","Queen Vic","","","4.00000"
"Three Star Astral Pleiades Bracelet in Gold","Moonglow HQ","","","8.00000"
"Titan Curb bracelet-black","Cairns","","","7.00000"
"Titan Curb bracelet-black","Coolum","","","3.00000"
"Titan Curb bracelet-black","Eumundi","","","5.00000"
"Titan Curb bracelet-black","Eumundi","MEN-BRA-CURB-BK","","1.00000"
"Titan Curb bracelet-black","Fremantle","","","17.00000"
"Titan Curb bracelet-black","Moonglow HQ","","","34.00000"
"Titan Curb bracelet-black","New Zealand","","","41.00000"
"Titan Curb bracelet-black","Queen Vic","","","3.00000"
"Titan Curb bracelet-black","Travel","","","40.00000"
"Titan Curb bracelet-black","Travel 2-Melbourne Show","","","7.00000"
"To the moon and back tag","Moonglow HQ","","","5.00000"
"To the moon and back tag - Gold","Coolum","","","2.00000"
"To the moon and back tag - Gold","Travel","","","-1.00000"
"To the moon and back tag - Rose Gold","Coolum","","","1.00000"
"To the moon and back tag - Stainless","Coolum","","","-1.00000"
"To the moon and back tag - Stainless","Eumundi","","","10.00000"
"To the moon and back tag - Stainless","Fremantle","","","-1.00000"
"To the moon and back tag - Stainless","Moonglow HQ","","","395.00000"
"To the moon and back tag - Stainless","Queen Vic","","","-7.00000"
"To the moon and back tag - Stainless","Travel","","","-2.00000"
"Torch- Show","Coolum","","","2.00000"
"Torch- Show","Eumundi","TORCH-SH","","2.00000"
"Torch- Show","Fremantle","","","2.00000"
"Torch- Show","Queen Vic","","","2.00000"
"Triple Moon Pallene Bracelet in Gold","Coolum","","","1.00000"
"Triple Moon Pallene Bracelet in Gold","Eumundi","","","7.00000"
"Triple Moon Pallene Bracelet in Gold","Fremantle","","","2.00000"
"Triple Moon Pallene Bracelet in Gold","Moonglow HQ","","","4.00000"
"Triple Moon Pallene Bracelet in Gold","New Zealand","","","8.00000"
"Triple Moon Pallene Bracelet in Gold","Travel","","","3.00000"
"Triple Moon Pallene Bracelet in Gold","Travel 2-Melbourne Show","","","2.00000"
"Triple Moon Pallene Bracelet in Rose Gold","Coolum","","","6.00000"
"Triple Moon Pallene Bracelet in Rose Gold","Eumundi","","","9.00000"
"Triple Moon Pallene Bracelet in Rose Gold","Fremantle","","","2.00000"
"Triple Moon Pallene Bracelet in Rose Gold","Moonglow HQ","","","6.00000"
"Triple Moon Pallene Bracelet in Rose Gold","New Zealand","","","5.00000"
"Triple Moon Pallene Bracelet in Rose Gold","Queen Vic","","","6.00000"
"Triple Moon Pallene Bracelet in Rose Gold","Travel","","","3.00000"
"Triple Moon Pallene Bracelet in Silver","Queen Vic","","","3.00000"
"Triple Moon Pallene Bracelet in Silver","Travel","","","8.00000"
"Triple Moon Pallene Bracelet in Silver","Travel 2-Melbourne Show","","","3.00000"
"Turtle","Travel","","","-1.00000"
"Turtle charm, thick silver chain ($20 chain)","Travel","","","-1.00000"
"Turtle on a keying with engraved tag attached","Travel","","","-1.00000"
"Turtle pendant in stainless steel","Fremantle","","","4.00000"
"Turtle pendant in stainless steel","Moonglow HQ","","","1.00000"
"Turtle pendant in stainless steel","New Zealand","","","1.00000"
"Turtle pendant in stainless steel","Queen Vic","","","3.00000"
"Turtle pendant in stainless steel","Travel","","","-1.00000"
"Turtle small stainless steel bangle with birth charm August","Coolum","","","-1.00000"
"Two Moon Bracelet in Stainless Steel","Eumundi","","","3.00000"
"Two Moon Bracelet in Stainless Steel","Moonglow HQ","","","3.00000"
"Two Moon Bracelet in Stainless Steel","Queen Vic","","","18.00000"
"Two Moon Bracelet in Stainless Steel","Travel","","","-1.00000"
